source	id	year	type	title	authors	venue	cluster	query
arxiv	2501.14753	2024	preprint	ABACUS: A FinOps Service for Cloud Cost Optimization	Saurabh Deochake		arxiv	FinOps cloud cost optimization engineering
arxiv	2410.15087	2024	preprint	The Sunk Carbon Fallacy: Rethinking Carbon Footprint Metrics for Effective Carbon-Aware Scheduling	Noman Bashir; Varun Gohil; Anagha Belavadi; Mohammad Shahrad; David Irwin; Elsa Olivetti; Christina Delimitrou		arxiv	carbon aware scheduling datacenter
arxiv	2407.02390	2024	preprint	Uncertainty-Aware Decarbonization for Datacenters	Amy Li; Sihang Liu; Yi Ding		arxiv	carbon aware scheduling datacenter
arxiv	2410.11875	2024	preprint	A Framework for SLO, Carbon, and Wastewater-Aware Sustainable FaaS Cloud Platform Management	Sirui Qi; Hayden Moore; Ninad Hogade; Dejan Milojicic; Cullen Bash; Sudeep Pasricha		arxiv	carbon aware scheduling datacenter
arxiv	2408.11919	2024	preprint	PAL: A Variability-Aware Policy for Scheduling ML Workloads in GPU Clusters	Rutwik Jain; Brandon Tran; Keting Chen; Matthew D. Sinclair; Shivaram Venkataraman		arxiv	cluster trace characterization workload
arxiv	2401.07194	2024	preprint	Resource Allocation of Industry 4.0 Micro-Service Applications across Serverless Fog Federation	Razin Farhan Hussain; Mohsen Amini Salehi		arxiv	serverless resource allocation
arxiv	2504.20234	2025	preprint	Improving trajectory continuity in drone-based crowd monitoring using a set of minimal-cost techniques and deep discriminative correlation filters	Bartosz Ptak; Marek Kraft		arxiv	continuous integration build resources cost
arxiv	2505.09142	2025	preprint	ELIS: Efficient LLM Iterative Scheduling System with Response Length Predictor	Seungbeom Choi; Jeonghoe Goo; Eunjoo Jeon; Mingyu Yang; Minsung Jang		arxiv	Kubernetes scheduling simulator
arxiv	2506.02581	2025	preprint	Distributedness based scheduling	Paritosh Ranjan; Surajit Majumder; Prodip Roy; Bhuban Padhan		arxiv	Kubernetes scheduling simulator
arxiv	2510.25914	2025	preprint	FinOps Agent -- A Use-Case for IT Infrastructure and Cost Optimization	Ngoc Phuoc An Vo; Manish Kesarwani; Ruchi Mahindru; Chandrasekhar Narayanaswami		arxiv	FinOps cloud cost optimization engineering
arxiv	2506.04117	2025	preprint	Carbon-Aware Temporal Data Transfer Scheduling Across Cloud Datacenters	Elvis Rodrigues; Jacob Goldverg; Tevfik Kosar		arxiv	carbon aware scheduling datacenter
arxiv	2505.23554	2025	preprint	Sustainable Carbon-Aware and Water-Efficient LLM Scheduling in Geo-Distributed Cloud Datacenters	Hayden Moore; Sirui Qi; Ninad Hogade; Dejan Milojicic; Cullen Bash; Sudeep Pasricha		arxiv	carbon aware scheduling datacenter
arxiv	2504.11750	2025	preprint	Characterizing and Optimizing LLM Inference Workloads on CPU-GPU Coupled Architectures	Prabhu Vellaisamy; Thomas Labonte; Sourav Chakraborty; Matt Turner; Samantika Sury; John Paul Shen		arxiv	cluster trace characterization workload
arxiv	2512.22149	2025	preprint	Adaptive GPU Resource Allocation for Multi-Agent Collaborative Reasoning in Serverless Environments	Guilin Zhang; Wulan Guo; Ziqi Tan		arxiv	serverless resource allocation
arxiv	2604.12673	2026	preprint	Intelligent resource prediction for SAP HANA continuous integration build workloads	Torsten Mandel; Jonathan Bader; Hanyoung Yoo; Stephan Kraft		arxiv	continuous integration build resources cost
arxiv	2608.02268	2026	preprint	Oasis: Hiding the Cost of Querying Parquet Files in the Datapath	Jonas Dann; Luca Tagliavini; Gustavo Alonso		arxiv	continuous integration build resources cost
arxiv	2605.04103	2026	preprint	HERCULES: Hardware-Efficient, Robust, Continual Learning Neural Architecture Search	Matteo Gambella; Fabrizio Pittorino; Manuel Roveri		arxiv	continuous integration build resources cost
arxiv	2603.12031	2026	preprint	Agentic-Kube: A Graph-Enhanced Multi-Agent Reinforcement Learning Framework for Multi-Objective Kubernetes Scheduling	Hamed Hamzeh		arxiv	Kubernetes scheduling simulator
arxiv	2603.22691	2026	preprint	Rank-Aware Resource Scheduling for Tightly-Coupled MPI Workloads on Kubernetes	Tianfang Xie		arxiv	Kubernetes scheduling simulator
arxiv	2609.22142	2026	preprint	When Does Learning Beat Heuristics? A Case Study in Kubernetes Scheduler Score Plugins	Wang Xuying; Zhibek Sarypbekova		arxiv	Kubernetes scheduling simulator
arxiv	2607.09318	2026	preprint	EcoKube: Simulating Carbon-Aware Scheduling Policies in Heterogeneous Edge-Cloud Environments	Gonçalo Ferreira; Shashikant Ilager		arxiv	Kubernetes scheduling simulator
arxiv	2604.00377	2026	preprint	Reclaiming Idle CPU Cycles on Kubernetes: Sparse-Domain Multiplexing for Concurrent MPI-CFD Simulations	Tianfang Xie		arxiv	Kubernetes scheduling simulator
arxiv	2604.11017	2026	preprint	NimbusGuard: A Novel Framework for Proactive Kubernetes Autoscaling Using Deep Q-Networks	Chamath Wanigasooriya; Indrajith Ekanayake		arxiv	microservice resource prediction autoscaling
arxiv	2605.27652	2026	preprint	Carbon-Aware Mapping and Scheduling for Deadline-Constrained Workflows	Dominik Schweisgut; Anne Benoit; Yves Robert; Henning Meyerhenke		arxiv	carbon aware scheduling datacenter
arxiv	2609.15230	2026	preprint	ETCInfer: An Energy-efficient Thermal-aware Cooling-joint Scheduler for LLM Inference in AI Datacenters	Rui Lu; Rui Ge; Huanghuang Liang; Xiaobo Zhou; Dan Wang		arxiv	carbon aware scheduling datacenter
arxiv	2608.25053	2026	preprint	Hydra: Phase-Aware Workload Characterization of LLM Inference across Edge SoC Generations, Backends, and Quantization Levels	Amir Taherin; Sana Taghipour Anvari; Charles Amante; Yixiao Chen; Ruben Noroian; Zlatan Feric; Nicolas Bohm Agostini; Pu Zhao; José Cano; Bin Ren; Yanzhi Wang; David Kaeli		arxiv	cluster trace characterization workload
arxiv	2609.12602	2026	preprint	GreenDirector: carbon- and water-aware workload placement for sustainable computing	Jaime Iglesias Blanco; Ignacio Heredia; María Castrillo; Andrei Tsaregorodtsev; Mazen Ezzeddine; Álvaro López García		arxiv	cluster trace characterization workload
crossref	10.7717/peerj-cs.1574/fig-10		component	"Figure 10: Decrease resource consumption VM
                      <i>vs</i>
                      container (%)."			K1 forecasting	predicting resource consumption Kubernetes container systems
crossref	10.7717/peerj-cs.1574/table-4		component	Table 4: Resource consumption by running container instances of UNIWA cyber range.			K1 forecasting	predicting resource consumption Kubernetes container systems
crossref	10.1109/pads.2000.847163		proceedings-article	Grain sensitive event scheduling in time warp parallel discrete event simulation	Quaglia F.; Cortellessa V.	Proceedings Fourteenth Workshop on Parallel and Distributed Simulation	K4 simulation	discrete event simulation cluster scheduling
crossref	10.1109/simsym.1996.492162		proceedings-article	Scheduling analysis using discrete event simulation	Williams E.; Ahitov I.	Proceedings of the 29th Annual Simulation Symposium	K4 simulation	discrete event simulation cluster scheduling
crossref	10.1109/wsc.1995.478844		proceedings-article	Processor self-scheduling in parallel discrete event simulation	Konas P.; Pen-Chung Yew .	Winter Simulation Conference Proceedings, 1995.	K4 simulation	discrete event simulation cluster scheduling
crossref	10.1109/wsc.1995.478859		proceedings-article	A hybrid approach of the standard clock method and event scheduling approach for general discrete event simulation	Chun-Hung Chen .	Winter Simulation Conference Proceedings, 1995.	K4 simulation	discrete event simulation cluster scheduling
crossref	10.1109/pads.1998.685270		proceedings-article	A probabilistic event scheduling policy for optimistic parallel discrete event simulation	Som T.; Sargent R.	Proceedings. Twelfth Workshop on Parallel and Distributed Simulation PADS '98 (Cat. No.98TB100233)	K4 simulation	discrete event simulation cluster scheduling
crossref	10.1109/compsac51774.2021.00132/video		component	Video for Weighted Reward for Reinforcement Learning based Test Case Prioritization in Continuous Integration Testing			K5 continuous integration	test case selection prioritization continuous integration cost reduction
crossref	10.1109/tpds.2024.3508275/mm1		component	Slark: A Performance Robust Decentralized Inter-datacenter Deadline-aware Coflows Scheduling Framework with Local Information_supp1-3508275.pdf	Nie L.		K6 economics and sustainability	carbon aware scheduling datacenter
crossref	10.33612/diss.181245089		dissertation	Reducing Technical Debt Density: Refactoring vs. Writing Clean New Code	Digkas G.		K6 economics and sustainability	infrastructure as code technical debt quantitative
crossref	10.17771/pucrio.acad.67941		dissertation	ISSUES THAT LEAD TO CODE TECHNICAL DEBT IN MACHINE LEARNING SYSTEMS	GALDINO XIMENES R.		K6 economics and sustainability	infrastructure as code technical debt quantitative
crossref	10.24834/isbn.9789178775637		dissertation	Towards continuous development of MLOps practices	John M.		K7 mlops and model maintenance	MLOps continuous delivery machine learning systems practices
crossref	10.31979/etd.8nev-863b		dissertation	Selective Model Retraining for Malware Detection Using Drift Detection	Chungata C.		K7 mlops and model maintenance	concept drift detection model retraining production
crossref	10.31979/etd.ysrh-67ny		dissertation	Concept Drift and Malware Detection	Tong X.		K7 mlops and model maintenance	concept drift detection model retraining production
crossref	10.7717/peerj-cs.4019/fig-3		component	Figure 3: The pipeline of training machine learning models.			K7 mlops and model maintenance	continuous training machine learning pipeline automation maturity
crossref	10.1021/acs.jctc.5c01610.s001		component	Automated Machine Learning Pipeline: Large Language Models-Assisted Automated Data set Generation for Training Machine-Learned Interatomic Potentials			K7 mlops and model maintenance	continuous training machine learning pipeline automation maturity
crossref	10.1007/978-1-4615-5033-4_2	1999	book-chapter	Event scheduling	Tyszer J.	The Kluwer International Series on Discrete Event Dynamic Systems	K4 simulation	discrete event simulation cluster scheduling
crossref	10.1109/ccgrid.2009.30	2009	proceedings-article	On-Demand Resource Provisioning for BPEL Workflows Using Amazon's Elastic Compute Cloud	Dörnemann T.; Juhnke E.; Freisleben B.	2009 9th IEEE/ACM International Symposium on Cluster Computing and the Grid	K2 resource management	elastic resource provisioning microservices cluster
crossref	10.1109/hpcsim.2009.5192685	2009	proceedings-article	Modeling and simulation of scalable Cloud computing environments and the CloudSim toolkit: Challenges and opportunities	Buyya R.; Ranjan R.; Calheiros R.	2009 International Conference on High Performance Computing &amp; Simulation	K4 simulation	CloudSim simulation framework cloud computing environments
crossref	10.1109/cloud.2011.106	2011	proceedings-article	Multi-dimensional SLA-Based Resource Allocation for Multi-tier Cloud Computing Systems	Goudarzi H.; Pedram M.	2011 IEEE 4th International Conference on Cloud Computing	K1 forecasting	quantile regression resource allocation SLA cloud
crossref	10.1061/41182(416)55	2011	proceedings-article	Robust Construction Scheduling Using Discrete-Event Simulation	König M.	Computing in Civil Engineering (2011)	K4 simulation	discrete event simulation cluster scheduling
crossref	10.1109/icmla.2012.11	2012	proceedings-article	Detecting Web Robots Using Resource Request Patterns	Doran D.; Gokhale S.	2012 11th International Conference on Machine Learning and Applications	K1 forecasting	Kubernetes resource request right-sizing machine learning
crossref	10.1109/cloudnet.2012.6483653	2012	proceedings-article	A SLA-compliant Cloud resource allocation framework for N-tier applications	McConnell A.; Parr G.; McClean S.; Morrow P.; Scotney B.	2012 IEEE 1st International Conference on Cloud Networking (CLOUDNET)	K1 forecasting	quantile regression resource allocation SLA cloud
crossref	10.1109/mtd.2012.6225993	2012	proceedings-article	Investigating the impact of code smells debt on quality code evaluation	Fontana F.; Ferme V.; Spinelli S.	2012 Third International Workshop on Managing Technical Debt (MTD)	K6 economics and sustainability	infrastructure as code technical debt quantitative
crossref	10.1109/ccgrid.2013.81	2013	proceedings-article	Negotiation-Based Flexible SLA Establishment with SLA-driven Resource Allocation in Cloud Computing	Seokho Son .; Sung Chan Jun .	2013 13th IEEE/ACM International Symposium on Cluster, Cloud, and Grid Computing	K1 forecasting	quantile regression resource allocation SLA cloud
crossref	10.1109/ipdps.2013.67	2013	proceedings-article	Optimizing Resource allocation while handling SLA violations in Cloud Computing platforms	Eyraud-Dubois L.; Larcheveque H.	2013 IEEE 27th International Symposium on Parallel and Distributed Processing	K1 forecasting	quantile regression resource allocation SLA cloud
crossref	10.1109/ccgrid.2013.45	2013	proceedings-article	Automated, Elastic Resource Provisioning for NoSQL Clusters Using TIRAMOLA	Tsoumakos D.; Konstantinou I.; Boumpouka C.; Sioutas S.; Koziris N.	2013 13th IEEE/ACM International Symposium on Cluster, Cloud, and Grid Computing	K2 resource management	elastic resource provisioning microservices cluster
crossref	10.1109/tcc.2014.2305151	2014	journal-article	Decreasing Impact of SLA Violations:A Proactive Resource Allocation Approachfor Cloud Computing Environments	Morshedlou H.; Meybodi M.	IEEE Transactions on Cloud Computing	K1 forecasting	quantile regression resource allocation SLA cloud
crossref	10.1515/itc-2016-0001	2014	journal-article	Simulation of Cloud Computing Environments with CloudSim	Atanasov D.; Ruskov T.	Information Technologies and Control	K4 simulation	CloudSim simulation framework cloud computing environments
crossref	10.5220/0004956401860192	2014	proceedings-article	Storage CloudSim - A Simulation Environment for Cloud Object Storage Infrastructures		Proceedings of the 4th International Conference on Cloud Computing and Services Science	K4 simulation	CloudSim simulation framework cloud computing environments
crossref	10.1109/hpcsim.2015.7237047	2015	proceedings-article	Improved scheduling algorithm in VCL Cloud computing environment on CloudSim	Khedher O.; Jarraya M.	2015 International Conference on High Performance Computing &amp; Simulation (HPCS)	K4 simulation	CloudSim simulation framework cloud computing environments
crossref	10.1109/ciot.2016.7872913	2016	proceedings-article	An SLA-based resource allocation for IoT applications in cloud environments	Singh A.; Viniotis Y.	2016 Cloudification of the Internet of Things (CIoT)	K1 forecasting	quantile regression resource allocation SLA cloud
crossref	10.1109/icwr.2016.7498443	2016	proceedings-article	SLA-aware resource allocation for application service providers in the cloud	Aslanpour M.; Dashti S.	2016 Second International Conference on Web Research (ICWR)	K1 forecasting	quantile regression resource allocation SLA cloud
crossref	10.1007/s10586-015-0530-0	2016	journal-article	Elastic resource provisioning for scientific workflow scheduling in cloud under budget and deadline constraints	Shi J.; Luo J.; Dong F.; Zhang J.; Zhang J.	Cluster Computing	K2 resource management	elastic resource provisioning microservices cluster
crossref	10.12792/icisip2016.008	2016	proceedings-article	YARN-based Resource Management for Provisioning Scalable Container Cluster	Chuang C.	Proceedings of the 4th IIAE International Conference on Intelligent Systems and Image Processing 2016	K2 resource management	elastic resource provisioning microservices cluster
crossref	10.1007/s10586-016-0673-7	2016	journal-article	Energy efficiency evaluation method based on multi-model fusion strategy	Fansheng M.; Bin L.; Donghui Y.; Zenglei Y.; Zhi L.	Cluster Computing	K3 scheduling	container bin packing placement energy efficiency cluster
crossref	10.1109/bigdata.2016.7840604	2016	proceedings-article	Towards resource-efficient cloud systems: Avoiding over-provisioning in demand-prediction based resource provisioning	Chen L.; Shen H.	2016 IEEE International Conference on Big Data (Big Data)	K4 simulation	cluster trace analysis Alibaba Google resource over-provisioning
crossref	10.1109/icc.2016.7511251	2016	proceedings-article	Decentralized deadline-aware coflow scheduling for datacenter networks	Luo S.; Yu H.; Li L.	2016 IEEE International Conference on Communications (ICC)	K6 economics and sustainability	carbon aware scheduling datacenter
crossref	10.5220/0006440302800287	2017	proceedings-article	Considerations on 2D-Bin Packing Problem: Is the Order of Placement a Relevant Factor?	Lam G.; Ho V.; Logofatu D.	Proceedings of the 7th International Conference on Simulation and Modeling Methodologies, Technologies and Applications	K3 scheduling	container bin packing placement energy efficiency cluster
crossref	10.5220/0006440300001626	2017	proceedings-article	Considerations on 2D-Bin Packing Problem: Is the Order of Placement a Relevant Factor?	Lam G.; Ho V.; Logofatu D.	Proceedings of the 7th International Conference on Simulation and Modeling Methodologies, Technologies and Applications	K3 scheduling	container bin packing placement energy efficiency cluster
crossref	10.1109/bigdata.2017.8258257	2017	proceedings-article	Imbalance in the cloud: An analysis on Alibaba cluster trace	Lu C.; Ye K.; Xu G.; Xu C.; Bai T.	2017 IEEE International Conference on Big Data (Big Data)	K4 simulation	cluster trace analysis Alibaba Google resource over-provisioning
crossref	10.1109/qrs-c.2017.59	2017	proceedings-article	Could We Predict the Result of a Continuous Integration Build? An Empirical Study	Xia J.; Li Y.	2017 IEEE International Conference on Software Quality, Reliability and Security Companion (QRS-C)	K5 continuous integration	continuous integration build duration optimization empirical study
crossref	10.1109/esem.2017.23	2017	proceedings-article	Change-Aware Build Prediction Model for Stall Avoidance in Continuous Integration	Hassan F.; Wang X.	2017 ACM/IEEE International Symposium on Empirical Software Engineering and Measurement (ESEM)	K5 continuous integration	continuous integration build duration optimization empirical study
crossref	10.1007/978-1-4842-2796-1_5	2017	book-chapter	Build the Android App	Macharla P.	Android Continuous Integration	K5 continuous integration	continuous integration build duration optimization empirical study
crossref	10.1145/3092703.3092709	2017	proceedings-article	Reinforcement learning for automatic test case prioritization and selection in continuous integration	Spieker H.; Gotlieb A.; Marijan D.; Mossige M.	Proceedings of the 26th ACM SIGSOFT International Symposium on Software Testing and Analysis	K5 continuous integration	test case selection prioritization continuous integration cost reduction
crossref	10.1109/ucc-companion.2018.00035	2018	proceedings-article	Exploring Potential for Resource Request Right-Sizing via Estimation and Container Migration in Apache Mesos	Rattihalli G.	2018 IEEE/ACM International Conference on Utility and Cloud Computing Companion (UCC Companion)	K1 forecasting	Kubernetes resource request right-sizing machine learning
crossref	10.3139/9783446456020.003	2018	book-chapter	Pods: Container in Kubernetes ausführen	Lukša M.	Kubernetes in Action	K1 forecasting	predicting resource consumption Kubernetes container systems
crossref	10.1109/cloudcom2018.2018.00030	2018	proceedings-article	Using Quantile Regression for Reclaiming Unused Cloud Resources While Achieving SLA	Dartois J.; Knefati A.; Boukhobza J.; Barais O.	2018 IEEE International Conference on Cloud Computing Technology and Science (CloudCom)	K1 forecasting	quantile regression resource allocation SLA cloud
crossref	10.1109/qrs.2018.00046	2018	proceedings-article	Does Socio-Technical Congruence Have an Effect on Continuous Integration Build Failures? An Empirical Study on 10 GitHub Projects	Zhang W.; Chen Z.; Luo B.	2018 IEEE International Conference on Software Quality, Reliability and Security (QRS)	K5 continuous integration	continuous integration build duration optimization empirical study
crossref	10.14419/ijet.v7i2.28.13207	2018	journal-article	Test case prioritization and selection technique in continuous  integration development environments: a case study	Xiao L.; Miao H.; Zhong Y.	International Journal of Engineering &amp; Technology	K5 continuous integration	test case selection prioritization continuous integration cost reduction
crossref	10.1109/ic2e.2018.00035	2018	proceedings-article	Deadline-Aware Scheduling and Routing for Inter-Datacenter Multicast Transfers	Ji S.; Liu S.; Li B.	2018 IEEE International Conference on Cloud Engineering (IC2E)	K6 economics and sustainability	carbon aware scheduling datacenter
crossref	10.1145/3194164.3194179	2018	proceedings-article	A proposed sizing model for managing 3rd party code technical debt	Snipes W.; Ramaswamy S.	Proceedings of the 2018 International Conference on Technical Debt	K6 economics and sustainability	infrastructure as code technical debt quantitative
crossref	10.1002/9781119564843.ch2	2019	other	Machine Learning		Keras to Kubernetes®	K1 forecasting	Kubernetes resource request right-sizing machine learning
crossref	10.1007/s10586-018-2234-8	2019	journal-article	Towards optimal resource provisioning for Hadoop-MapReduce jobs using scale-out strategy and its performance analysis in private cloud environment	Ramanathan R.; Latha B.	Cluster Computing	K4 simulation	cluster trace analysis Alibaba Google resource over-provisioning
crossref	10.1007/s10664-019-09695-9	2019	journal-article	An empirical study of the long duration of continuous integration builds	Ghaleb T.; da Costa D.; Zou Y.	Empirical Software Engineering	K5 continuous integration	continuous integration build duration optimization empirical study
crossref	10.1109/icccn49398.2020.9209730	2020	proceedings-article	Machine Learning Based Workload Prediction in Cloud Computing	Gao J.; Wang H.; Shen H.	2020 29th International Conference on Computer Communications and Networks (ICCCN)	K1 forecasting	cloud workload prediction machine learning survey
crossref	10.1109/ic2e48712.2020.00019	2020	proceedings-article	RLSK: A Job Scheduler for Federated Kubernetes Clusters based on Reinforcement Learning	Huang J.; Xiao C.; Wu W.	2020 IEEE International Conference on Cloud Engineering (IC2E)	K3 scheduling	Kubernetes scheduler simulator evaluation
crossref	10.14569/ijacsa.2020.0111174	2020	journal-article	Hybrid Solution for Container Placement and Load Balancing based on ACO and Bin Packing	SMIMITE O.; AFDEL K.	International Journal of Advanced Computer Science and Applications	K3 scheduling	container bin packing placement energy efficiency cluster
crossref	10.1007/s10586-019-03021-0	2020	journal-article	Energy-efficiency virtual machine placement based on binary gravitational search algorithm	Abdessamia F.; Zhang W.; Tian Y.	Cluster Computing	K3 scheduling	container bin packing placement energy efficiency cluster
crossref	10.23919/jcc.2020.06.014	2020	journal-article	GRSA: Service-aware flow scheduling for cloud storage datacenter networks	Ke W.; Wang Y.; Ye M.	China Communications	K6 economics and sustainability	carbon aware scheduling datacenter
crossref	10.21275/sr20034093248	2020	journal-article	Building MLOps Pipelines in Fintech: Keeping Up with Continuous Machine Learning	Immaneni J.	International Journal of Science and Research (IJSR)	K7 mlops and model maintenance	MLOps continuous delivery machine learning systems practices
crossref	10.1007/978-1-4842-6546-8_5	2021	book-chapter	Machine Learning Deployment Using Kubernetes	Singh P.	Deploy Machine Learning Models to Production	K1 forecasting	Kubernetes resource request right-sizing machine learning
crossref	10.1109/acctcs52002.2021.00053	2021	proceedings-article	A Kubernetes Autoscaler Based on Pod Replicas Prediction	Hu T.; Wang Y.	2021 Asia-Pacific Conference on Communications Technology and Computer Science (ACCTCS)	K2 resource management	vertical pod autoscaler resource recommendation
crossref	10.1109/globecom46510.2021.9685328	2021	proceedings-article	KRS: Kubernetes Resource Scheduler for resilient NFV networks	Rahali M.; Phan C.; Rubino G.	2021 IEEE Global Communications Conference (GLOBECOM)	K3 scheduling	Kubernetes scheduler simulator evaluation
crossref	10.21275/sr24314131827	2021	journal-article	A Review on Continuous Integration and Continuous Deployment (CI/CD) for Machine Learning	Mahida A.	International Journal of Science and Research (IJSR)	K5 continuous integration	continuous integration build failure prediction machine learning
crossref	10.26226/morressier.613b5418842293c031b5b5de	2021	posted-content	DeepOrder: Deep Learning for Test Case Prioritization in Continuous Integration Testing	Aizaz S.; Dusica M.; Marius L.		K5 continuous integration	test case selection prioritization continuous integration cost reduction
crossref	10.1109/techdebt52882.2021.00013	2021	proceedings-article	Experiences on Managing Technical Debt with Code Smells and AntiPatterns	Lahti J.; Tuovinen A.; Mikkonen T.	2021 IEEE/ACM International Conference on Technical Debt (TechDebt)	K6 economics and sustainability	infrastructure as code technical debt quantitative
crossref	10.1109/aike52691.2021.00010	2021	proceedings-article	On Continuous Integration / Continuous Delivery for Automated Deployment of Machine Learning Models using MLOps	Garg S.; Pundir P.; Rathee G.; Gupta P.; Garg S.; Ahlawat S.	2021 IEEE Fourth International Conference on Artificial Intelligence and Knowledge Engineering (AIKE)	K7 mlops and model maintenance	MLOps continuous delivery machine learning systems practices
crossref	10.1007/978-1-4842-7032-5_8	2021	book-chapter	Delivery and Automation Pipeline in Machine Learning	Helskyaho H.; Yu J.; Yu K.	Machine Learning for Oracle Database Professionals	K7 mlops and model maintenance	continuous training machine learning pipeline automation maturity
crossref	10.1007/978-1-4842-7032-5_9	2021	book-chapter	ML Deployment Pipeline Using Oracle Machine Learning	Helskyaho H.; Yu J.; Yu K.	Machine Learning for Oracle Database Professionals	K7 mlops and model maintenance	continuous training machine learning pipeline automation maturity
crossref	10.21275/sr22210212814	2022	journal-article	Optimizing Resource Management in Kubernetes Clusters with Reinforcement Learning	Tabbassum A.; Abdul Kareem S.	International Journal of Science and Research (IJSR)	K1 forecasting	Kubernetes resource request right-sizing machine learning
crossref	10.1109/icin53892.2022.9758129	2022	proceedings-article	Energy Efficiency of N:1 Protection Setups with Kubernetes Horizontal Pod Autoscaler	Lemoine B.	2022 25th Conference on Innovation in Clouds, Internet and Networks (ICIN)	K2 resource management	vertical pod autoscaler resource recommendation
crossref	10.1109/access.2022.3150867	2022	journal-article	Traffic-Aware Horizontal Pod Autoscaler in Kubernetes-Based Edge Computing Infrastructure	Phuc L.; Phan L.; Kim T.	IEEE Access	K2 resource management	Kubernetes horizontal pod autoscaler SLA threshold
crossref	10.1201/9781003272960-5	2022	book-chapter	Cooperative Microservices Provisioning	Chen N.	Mobile Microservices	K2 resource management	elastic resource provisioning microservices cluster
crossref	10.1109/noms54207.2022.9789857	2022	proceedings-article	Optimal Resource Provisioning for Data-intensive Microservices	Mark Erdei R.; Toka L.	NOMS 2022-2022 IEEE/IFIP Network Operations and Management Symposium	K2 resource management	elastic resource provisioning microservices cluster
crossref	10.70528/ijlrp.v3.i5.1641	2022	journal-article	Reinforcement Learning Scheduler to Improve Kubernetes Performance and Scalability	- K.	International Journal of Leading Research Publication	K3 scheduling	Kubernetes scheduler simulator evaluation
crossref	10.1109/cloudsummit54781.2022.00018	2022	proceedings-article	Implementing a Network-Aware Kubernetes Scheduler on top of a Mesh Network	Moeyersons J.; Stamper B.; Volckaert B.; De Turck F.	2022 IEEE Cloud Summit	K3 scheduling	Kubernetes scheduler simulator evaluation
crossref	10.1109/ciot53061.2022.9766522	2022	proceedings-article	Forecasting the Energy Consumption of Cloud Data Centers Based on Container Placement with Ant Colony Optimization and Bin Packing	Bouaouda A.; Afdel K.; Abounacer R.	2022 5th Conference on Cloud and Internet of Things (CIoT)	K3 scheduling	container bin packing placement energy efficiency cluster
crossref	10.1007/s10515-021-00319-5	2022	journal-article	Improving the prediction of continuous integration build failures using deep learning	Saidani I.; Ouni A.; Mkaouer M.	Automated Software Engineering	K5 continuous integration	continuous integration build failure prediction machine learning
crossref	10.2139/ssrn.4105089	2022	posted-content	Comparative Study of Machine Learning Test Case Prioritization for Continuous Integration Testing	Marijan D.		K5 continuous integration	test case selection prioritization continuous integration cost reduction
crossref	10.1007/978-1-4842-7508-5_14	2022	book-chapter	Understanding the Jenkins Pipeline	Dingare P.	CI/CD Pipeline Using Jenkins Unleashed	K5 continuous integration	CI/CD pipeline cost cloud resource optimization
crossref	10.1007/978-1-4842-7508-5_16	2022	book-chapter	Understanding Pipeline as Code	Dingare P.	CI/CD Pipeline Using Jenkins Unleashed	K5 continuous integration	CI/CD pipeline cost cloud resource optimization
crossref	10.2139/ssrn.4074549	2022	journal-article	Slardar: Scheduling Information Incomplete Inter-Datacenter Deadline-Aware Coflows with a Decentralized Framework	Dong X.; Cai B.	SSRN Electronic Journal	K6 economics and sustainability	carbon aware scheduling datacenter
crossref	10.1016/j.comnet.2022.109178	2022	journal-article	Slardar: Scheduling information incomplete inter-datacenter deadline-aware coflows with a decentralized framework	Dong X.; Cai B.	Computer Networks	K6 economics and sustainability	carbon aware scheduling datacenter
